Variable,U,Rank_Biserial,p,Mean_Group0,SD_Group0,Mean_Group1,SD_Group1,Median_Group0,Median_Group1,N_Group0,N_Group1
O3PSg-R-AExpOBJ,203.5,-0.02631578947368418,0.8567929707325477,0.0007389601414273632,0.0016406401195217567,0.0008786455344494819,0.0017119352980832043,0.0,0.0,19,22
ESTRUNC,215.5,0.031100478468899517,0.8607422509459132,0.0024522129920519107,0.0032163385839485896,0.002425447805033237,0.0038847974016483246,0.0,0.0,19,22
O3PSg,215.0,0.028708133971291794,0.8856137152014205,0.038601174326943745,0.036390774199181075,0.03237140773348772,0.02665568080369212,0.0262295081967213,0.02952851195662695,19,22
CS,203.0,-0.028708133971291905,0.8856582573736431,0.02478906078893605,0.013652959378575545,0.026400601721838283,0.012847790537768291,0.0254237288135593,0.02691936262675035,19,22
O3PSg+R-APOSSES,205.0,-0.019138755980861233,0.8890045269709104,0.0010834479986738894,0.0027891904587769856,0.0011333066474213636,0.0026683220973706336,0.0,0.0,19,22
O3PSg-R-AExpOBJES,212.0,0.014354066985645897,0.8989952965386139,0.0004118961012094526,0.0013869827580723824,0.00037496173859810004,0.0012205669921831266,0.0,0.0,19,22
O3PPl+R-APREPMS,211.0,0.009569377990430672,0.9392930918367941,0.0002580979387402158,0.0007830283189212695,0.0004397501232944228,0.001591274926005622,0.0,0.0,19,22
N3P,207.5,-0.0071770334928229484,0.9712093093342926,0.0016853291710580793,0.00343398343346322,0.003694009667031341,0.012420466296313293,0.0,0.0,19,22
O1PPl-R-A,210.0,0.004784688995215225,0.9720674801327044,0.00010942116205273685,0.0004769557876726679,0.00027716186252771364,0.0013000043680220026,0.0,0.0,19,22
O2PPlOBJ,210.0,0.004784688995215225,0.9720674801327044,0.0004441483455474105,0.0019359977541819466,0.0006313131313131272,0.002961121060494571,0.0,0.0,19,22
O1PPl-R-AGen,210.0,0.004784688995215225,0.9720674801327044,0.00010942116205273685,0.0004769557876726679,0.00027716186252771364,0.0013000043680220026,0.0,0.0,19,22
O1PPl-R,210.0,0.004784688995215225,0.9720674801327044,0.00010942116205273685,0.0004769557876726679,0.00027716186252771364,0.0013000043680220026,0.0,0.0,19,22
O3PPl+R+APOSS,210.0,0.004784688995215225,0.9720674801327044,0.00010942116205273685,0.0004769557876726679,0.0005285412262156408,0.0024790780971582402,0.0,0.0,19,22
O1PPl-R-AGenSUB,210.0,0.004784688995215225,0.9720674801327044,0.00010942116205273685,0.0004769557876726679,0.00027716186252771364,0.0013000043680220026,0.0,0.0,19,22
O2PPlPREP,210.0,0.004784688995215225,0.9720674801327044,0.00014867677668747894,0.0006480670448320844,0.00020661157024793182,0.0009690941652527648,0.0,0.0,19,22
N3PSg+R+ASUBMS,210.0,0.004784688995215225,0.9720674801327044,0.00046576618537493686,0.0020302277333677813,0.002114164904862577,0.00991631238863304,0.0,0.0,19,22
N3PSg+R+ASUB,210.0,0.004784688995215225,0.9720674801327044,0.00046576618537493686,0.0020302277333677813,0.0023784355179704,0.011155851437212167,0.0,0.0,19,22
N3PSg+R+A,210.0,0.004784688995215225,0.9720674801327044,0.00046576618537493686,0.0020302277333677813,0.0023784355179704,0.011155851437212167,0.0,0.0,19,22
O3PSg-R-AExpOBJMS,209.0,0.0,1.0,0.00032706404021791056,0.0007762434934750165,0.0005036837958513819,0.0013552305551485118,0.0,0.0,19,22
O3PSg-R-AExpSUBES,209.0,0.0,1.0,0.001223592493034758,0.002076795368265581,0.0016605213023042499,0.0031057919603043782,0.0,0.0,19,22
